TIME,REL_BAL_ENERGY,1_B4_QBAL,1_B4_DQAIRdT,1_B4_QHEAT,1_B4_QCOOL,1_B4_QINF,1_B4_QVENT,1B4_QCOUP,1_B4_QTRANS,1_B4_QGINT,1_B4_QWGAIN,1_B4_QSOL,1_B4_QSOLAIR,2_B4_QBAL,2_B4_DQAIRdT,2_B4_QHEAT,2_B4_QCOOL,2_B4_QINF,2_B4_QVENT,2B4_QCOUP,2_B4_QTRANS,2_B4_QGINT,2_B4_QWGAIN,2_B4_QSOL,2_B4_QSOLAIR,3_B4_QBAL,3_B4_DQAIRdT,3_B4_QHEAT,3_B4_QCOOL,3_B4_QINF,3_B4_QVENT,3B4_QCOUP,3_B4_QTRANS,3_B4_QGINT,3_B4_QWGAIN,3_B4_QSOL,3_B4_QSOLAIR,4_B4_QBAL,4_B4_DQAIRdT,4_B4_QHEAT,4_B4_QCOOL,4_B4_QINF,4_B4_QVENT,4B4_QCOUP,4_B4_QTRANS,4_B4_QGINT,4_B4_QWGAIN,4_B4_QSOL,4_B4_QSOLAIR,5_B4_QBAL,5_B4_DQAIRdT,5_B4_QHEAT,5_B4_QCOOL,5_B4_QINF,5_B4_QVENT,5B4_QCOUP,5_B4_QTRANS,5_B4_QGINT,5_B4_QWGAIN,5_B4_QSOL,5_B4_QSOLAIR
1313,0.0,-9.01e-12,-6.436,0.0,0.0,0.0,0.0,-8.297,1.861,0.0,0.0,0.0,0.0,1.933e-12,0.0,1702.0,0.0,-2780.0,0.0,1037.0,-9.27,0.0,0.0,51.26,0.0,-8.242e-12,-65.22,0.0,0.0,-31.89,0.0,-170.4,-379.9,34.24,0.0,482.7,0.0,-9.663e-12,-138.0,0.0,0.0,-33.34,0.0,-818.8,-319.5,71.55,0.0,962.0,0.0,-7.503e-12,-16.95,0.0,0.0,-23.06,0.0,-41.5,-323.6,48.32,0.0,322.9,0.0
1314,0.0,1.606e-11,-11.33,0.0,0.0,0.0,0.0,-46.47,35.13,0.0,0.0,0.0,0.0,1.118e-12,0.0,2556.0,0.0,-3543.0,0.0,959.4,21.7,0.0,0.0,5.762,0.0,6.047e-12,-78.42,0.0,0.0,-33.49,0.0,-138.6,23.11,34.24,0.0,36.3,0.0,1.734e-12,-125.2,0.0,0.0,-34.78,0.0,-728.5,494.0,71.55,0.0,72.6,0.0,5.294e-12,-53.03,0.0,0.0,-29.73,0.0,-52.08,-55.83,48.32,0.0,36.3,0.0
1315,0.0,1.446e-11,9.281,0.0,0.0,0.0,0.0,-27.08,36.36,0.0,0.0,0.0,0.0,1.919e-12,0.0,3277.0,0.0,-4246.0,0.0,951.6,16.89,0.0,0.0,1.635e-13,0.0,2.612e-12,-39.58,0.0,0.0,-37.3,0.0,-87.92,51.39,34.24,0.0,-1.971e-12,0.0,4.079e-12,235.8,0.0,0.0,-38.91,0.0,-810.4,-96.55,1182.0,0.0,-2.742e-12,0.0,3.511e-12,-28.97,0.0,0.0,-36.13,0.0,-34.25,-6.915,48.32,0.0,6.118e-12,0.0
1316,0.0,2.21e-12,-0.3654,0.0,0.0,0.0,0.0,-18.46,18.09,0.0,0.0,0.0,0.0,3.936e-12,0.0,3685.0,0.0,-4687.0,0.0,993.5,8.013,0.0,0.0,-2.849e-13,0.0,-1.197e-12,-30.15,0.0,0.0,-42.55,0.0,-45.68,23.85,34.24,0.0,-4.16e-12,0.0,-3.661e-12,-3.352,0.0,0.0,-44.61,0.0,-922.9,-489.6,1454.0,0.0,3.387e-12,0.0,1.516e-12,-17.42,0.0,0.0,-40.15,0.0,-13.89,-11.69,48.32,0.0,3.811e-12,0.0
1317,0.0,8.828e-12,-4.149,0.0,0.0,0.0,0.0,-26.75,22.6,0.0,0.0,0.0,0.0,2.466e-12,0.0,4214.0,0.0,-5188.0,0.0,975.3,-0.614,0.0,0.0,7.07e-13,0.0,6.119e-12,-34.06,0.0,0.0,-37.62,0.0,-32.63,1.955,34.24,0.0,4.442e-12,0.0,-3.159e-12,-38.24,0.0,0.0,-39.72,0.0,-916.8,-535.6,1454.0,0.0,2.444e-14,0.0,-2.073e-11,-26.19,0.0,0.0,-44.73,0.0,-12.78,-17.0,48.32,0.0,6.831e-13,0.0
1318,0.0,1.443e-11,-2.455,0.0,0.0,0.0,0.0,-31.73,29.27,0.0,0.0,0.0,0.0,1.36e-11,0.0,4761.0,0.0,-5699.0,0.0,947.1,-8.866,0.0,0.0,4.273e-13,0.0,-2.441e-11,-34.0,0.0,0.0,-36.61,0.0,-22.08,-9.543,34.24,0.0,-4.512e-12,0.0,-1.617e-11,-35.05,0.0,0.0,-38.48,0.0,-898.3,-552.1,1454.0,0.0,-1.139e-11,0.0,-1.649e-11,-26.82,0.0,0.0,-49.42,0.0,-11.59,-14.13,48.32,0.0,5.141e-12,0.0
1319,0.0,2.281e-12,-3.692,0.0,0.0,0.0,0.0,-37.87,34.18,0.0,0.0,0.0,0.0,6.675e-12,0.0,5250.0,0.0,-6157.0,0.0,923.2,-16.66,0.0,0.0,1.118e-12,0.0,-1.168e-11,129.0,0.0,0.0,-56.3,0.0,-65.83,-326.0,577.1,0.0,2.763e-12,0.0,-1.261e-11,-198.9,0.0,0.0,-58.47,0.0,-768.3,-281.7,909.5,0.0,1.371e-12,0.0,2.05e-11,192.2,0.0,0.0,-53.95,0.0,-58.04,-398.3,702.5,0.0,1.746e-12,0.0
1320,0.0,2.042e-11,-14.87,0.0,0.0,0.0,0.0,-73.62,58.75,0.0,0.0,0.0,0.0,-4.258e-12,0.0,5868.0,0.0,-6689.0,0.0,844.5,-23.79,0.0,0.0,-3.007e-13,0.0,-1.968e-11,-154.0,0.0,0.0,-59.02,0.0,-87.49,-205.0,197.5,0.0,3.059e-12,0.0,-8.161e-12,-248.6,0.0,0.0,-60.48,0.0,-576.6,316.9,71.55,0.0,1.219e-12,0.0,3.5e-12,-120.3,0.0,0.0,-59.12,0.0,-114.0,-322.1,374.9,0.0,2.136e-12,0.0
1321,0.0,-3.922e-12,-7.761,0.0,0.0,0.0,0.0,-94.79,87.03,0.0,0.0,0.0,0.0,7.211e-12,0.0,6511.0,0.0,-7235.0,0.0,754.5,-30.59,0.0,0.0,-2.849e-13,0.0,9.06e-12,-27.43,0.0,0.0,-63.95,0.0,-57.27,-103.8,197.5,0.0,9.316e-12,0.0,-2.306e-11,-47.48,0.0,0.0,-65.54,0.0,-496.9,443.4,71.55,0.0,-8.166e-12,0.0,6.562e-12,-31.85,0.0,0.0,-64.14,0.0,-111.6,-231.0,374.9,0.0,6.501e-13,0.0
1322,0.0,8.1e-12,-1.41,0.0,0.0,0.0,0.0,-91.82,90.41,0.0,0.0,0.0,0.0,2.315e-12,0.0,7087.0,0.0,-7768.0,0.0,718.6,-37.49,0.0,0.0,1.15e-12,0.0,1.149e-11,-34.21,0.0,0.0,-68.84,0.0,-50.34,-112.6,197.5,0.0,-2.806e-12,0.0,-2.289e-11,-64.1,0.0,0.0,-70.49,0.0,-470.0,404.8,71.55,0.0,-8.166e-12,0.0,1.344e-11,-25.76,0.0,0.0,-69.19,0.0,-112.2,-219.3,374.9,0.0,-2.478e-12,0.0
1323,0.0,1.329e-11,-7.109,0.0,0.0,0.0,0.0,-99.7,92.59,0.0,0.0,0.0,0.0,1.988e-12,0.0,7706.0,0.0,-8345.0,0.0,683.7,-44.68,0.0,0.0,4.959e-13,0.0,1.112e-13,-32.17,0.0,0.0,-73.28,0.0,-40.95,-115.5,197.5,0.0,3.92e-12,0.0,4.048e-12,-56.52,0.0,0.0,-74.92,0.0,-436.0,382.9,71.55,0.0,3.252e-12,0.0,-4.472e-12,-26.42,0.0,0.0,-74.71,0.0,-112.8,-213.8,374.9,0.0,2.918e-12,0.0
1324,0.0,3.638e-12,-1.827,0.0,0.0,0.0,0.0,-97.17,95.34,0.0,0.0,0.0,0.0,7.28e-12,0.0,8234.0,0.0,-8831.0,0.0,648.4,-51.74,0.0,0.0,-7.492e-13,0.0,-8.849e-14,-27.18,0.0,0.0,-68.19,0.0,-35.0,-121.5,197.5,0.0,2.668e-12,0.0,9.464e-12,-51.5,0.0,0.0,-69.76,0.0,-411.0,357.7,71.55,0.0,6.849e-12,0.0,-4.174e-12,-26.26,0.0,0.0,-79.32,0.0,-114.1,-207.7,374.9,0.0,1.51e-12,0.0
1325,0.0,-4.732e-12,-5.825,0.0,0.0,0.0,0.0,-101.7,95.85,0.0,0.0,0.0,0.0,-1.479e-12,0.0,8548.0,0.0,-9111.0,0.0,621.2,-58.38,0.0,0.0,-2.849e-13,0.0,-8.782e-12,-36.6,0.0,0.0,-88.19,0.0,-26.45,-119.5,197.5,0.0,8.925e-12,0.0,1.635e-11,-56.83,0.0,0.0,-89.77,0.0,-381.5,342.9,71.55,0.0,-5.194e-12,0.0,2.376e-12,-23.39,0.0,0.0,-82.05,0.0,-114.1,-202.2,374.9,0.0,1.026e-13,0.0
1326,0.0,8.882e-12,-2.505,0.0,0.0,0.0,0.0,-100.1,97.55,0.0,0.0,0.0,0.0,-2.872e-12,0.0,8848.0,0.0,-9374.0,0.0,590.8,-64.9,0.0,0.0,5.381e-13,0.0,1.506e-11,-25.98,0.0,0.0,-86.85,0.0,-19.95,-116.7,197.5,0.0,1.104e-12,0.0,-1.273e-11,-46.41,0.0,0.0,-88.54,0.0,-358.1,328.7,71.55,0.0,-3.63e-12,0.0,9.454e-12,-23.9,0.0,0.0,-84.53,0.0,-116.2,-198.1,374.9,0.0,1.041e-12,0.0
1327,0.0,6.438e-12,-4.611,0.0,0.0,0.0,0.0,-101.9,97.25,0.0,0.0,0.0,0.0,9.142e-13,0.0,9100.0,0.0,-9594.0,0.0,566.0,-71.48,0.0,0.0,-4.643e-13,0.0,2.01e-11,-29.04,0.0,0.0,-92.2,0.0,-14.66,-119.7,197.5,0.0,4.005e-13,0.0,9.354e-13,-48.34,0.0,0.0,-93.78,0.0,-335.6,309.5,71.55,0.0,3.095e-12,0.0,-1.759e-11,-22.95,0.0,0.0,-86.62,0.0,-116.2,-195.1,374.9,0.0,2.591e-13,0.0
1328,0.0,-7.816e-13,-1.928,0.0,0.0,0.0,0.0,-98.15,96.22,0.0,0.0,0.0,0.0,-5.866e-12,0.0,9106.0,0.0,-9573.0,0.0,542.2,-83.36,0.0,0.0,7.711,0.0,1.218e-11,-15.49,0.0,0.0,-85.56,0.0,-11.44,-164.6,197.5,0.0,48.58,0.0,-1.09e-11,-30.15,0.0,0.0,-87.34,0.0,-319.2,207.6,71.55,0.0,97.16,0.0,-8.718e-12,-15.16,0.0,0.0,-86.32,0.0,-117.4,-234.9,374.9,0.0,48.58,0.0
1329,0.0,1.933e-12,12.31,0.0,0.0,0.0,0.0,-56.36,68.67,0.0,0.0,0.0,0.0,3.581e-12,0.0,7994.0,0.0,-8586.0,0.0,578.8,-416.2,0.0,0.0,429.1,0.0,2.046e-12,144.9,0.0,0.0,-76.37,0.0,-32.12,-1423.0,197.5,0.0,1478.0,0.0,-1.683e-11,75.81,0.0,0.0,-77.78,0.0,-309.0,-648.9,71.55,0.0,1040.0,0.0,-2.638e-11,279.8,0.0,0.0,-77.14,0.0,-185.8,-2702.0,562.1,0.0,2683.0,0.0
1330,0.0,5.166e-12,7.446,0.0,0.0,0.0,0.0,-25.42,32.86,0.0,0.0,0.0,0.0,4.945e-12,0.0,6434.0,0.0,-7132.0,0.0,648.8,-389.4,0.0,0.0,438.5,0.0,1.637e-11,86.19,0.0,0.0,-66.39,0.0,-80.84,-2279.0,34.24,0.0,2478.0,0.0,-6.821e-12,83.22,0.0,0.0,-67.34,0.0,-324.8,-1338.0,71.55,0.0,1742.0,0.0,1.364e-11,-57.9,0.0,0.0,-63.44,0.0,-221.6,-2565.0,48.32,0.0,2744.0,0.0
1331,0.0,-1.853e-12,13.46,0.0,0.0,0.0,0.0,9.816,3.644,0.0,0.0,0.0,0.0,-3.581e-12,0.0,4986.0,0.0,-5794.0,0.0,727.5,-354.4,0.0,0.0,434.3,0.0,2.728e-12,229.3,0.0,0.0,-51.88,0.0,-186.8,-3761.0,34.24,0.0,4194.0,0.0,-1.955e-11,147.3,0.0,0.0,-52.44,0.0,-368.4,-2449.0,71.55,0.0,2945.0,0.0,4.093e-12,106.8,0.0,0.0,-50.72,0.0,-187.9,-2421.0,48.32,0.0,2718.0,0.0
1332,0.0,-2.132e-14,14.41,0.0,0.0,0.0,0.0,43.86,-29.45,0.0,0.0,0.0,0.0,-1.052e-11,0.0,3684.0,0.0,-4587.0,0.0,841.2,-159.5,0.0,0.0,221.7,0.0,-7.276e-12,138.1,0.0,0.0,-53.22,0.0,-329.5,-4166.0,34.24,0.0,4652.0,0.0,-1.501e-11,104.4,0.0,0.0,-53.41,0.0,-401.8,-2779.0,71.55,0.0,3267.0,0.0,6.139e-12,-19.91,0.0,0.0,-39.5,0.0,-153.3,-1268.0,48.32,0.0,1393.0,0.0
1333,0.0,7.926e-12,-5.345,0.0,0.0,0.0,0.0,20.96,-26.3,0.0,0.0,0.0,0.0,5.386e-12,0.0,3011.0,0.0,-3872.0,0.0,818.5,-60.58,0.0,0.0,103.5,0.0,-1.637e-11,-115.8,0.0,0.0,-42.52,0.0,-294.3,-1712.0,34.24,0.0,1898.0,0.0,6.366e-12,109.9,0.0,0.0,-42.85,0.0,-477.5,-3217.0,71.55,0.0,3775.0,0.0,1.501e-11,-16.49,0.0,0.0,-34.04,0.0,-68.93,-614.1,48.32,0.0,652.3,0.0
1334,0.0,6.487e-12,28.62,0.0,0.0,0.0,0.0,75.97,-47.35,0.0,0.0,0.0,0.0,5.528e-12,0.0,2189.0,0.0,-3277.0,0.0,1042.0,-60.51,0.0,0.0,107.3,0.0,-1.069e-11,25.63,0.0,0.0,-37.17,0.0,-203.4,-1353.0,34.24,0.0,1585.0,0.0,-4.093e-11,583.1,0.0,0.0,-38.33,0.0,-843.7,-6868.0,973.6,0.0,7360.0,0.0,1.501e-11,4.18,0.0,0.0,-27.55,0.0,-73.49,-618.9,48.32,0.0,675.8,0.0
1335,0.0,1.023e-12,5.744,0.0,0.0,0.0,0.0,89.52,-83.77,0.0,0.0,0.0,0.0,-7.248e-12,0.0,1815.0,0.0,-3035.0,0.0,1175.0,-41.19,0.0,0.0,85.9,0.0,-9.777e-12,31.65,0.0,0.0,-26.89,0.0,-147.4,-1255.0,34.24,0.0,1427.0,0.0,6.366e-12,52.95,0.0,0.0,-28.39,0.0,-1103.0,-6412.0,973.6,0.0,6623.0,0.0,1.501e-11,23.07,0.0,0.0,-25.4,0.0,-25.99,-515.0,48.32,0.0,541.1,0.0
1336,0.0,-8.384e-12,0.05656,0.0,0.0,0.0,0.0,70.46,-70.41,0.0,0.0,0.0,0.0,-5.826e-13,0.0,2021.0,0.0,-3171.0,0.0,1108.0,-31.32,0.0,0.0,72.95,0.0,3.195e-11,-19.51,0.0,0.0,-27.56,0.0,-124.9,-902.2,34.24,0.0,1001.0,0.0,2.638e-11,11.1,0.0,0.0,-29.28,0.0,-1055.0,-4526.0,973.6,0.0,4648.0,0.0,2.223e-11,7.851,0.0,0.0,-27.53,0.0,-9.742,-462.8,48.32,0.0,459.6,0.0
1337,0.0,-7.581e-12,-10.58,0.0,0.0,0.0,0.0,23.92,-34.5,0.0,0.0,0.0,0.0,-1.197e-11,0.0,2284.0,0.0,-3473.0,0.0,1154.0,-16.22,0.0,0.0,51.65,0.0,1.768e-11,-72.12,0.0,0.0,-30.4,0.0,-129.2,-362.3,34.24,0.0,415.6,0.0,2.092e-11,-194.7,0.0,0.0,-32.26,0.0,-1020.0,-1986.0,909.5,0.0,1934.0,0.0,-4.434e-12,-27.64,0.0,0.0,-29.25,0.0,-40.32,-331.7,48.32,0.0,325.4,0.0
1338,0.0,1.758e-11,-10.29,0.0,0.0,0.0,0.0,-20.82,10.54,0.0,0.0,0.0,0.0,-4.839e-12,0.0,3119.0,0.0,-4172.0,0.0,1033.0,16.59,0.0,0.0,2.859,0.0,2.156e-11,-70.63,0.0,0.0,-35.62,0.0,-100.8,13.52,34.24,0.0,18.01,0.0,-9.521e-12,-148.0,0.0,0.0,-37.5,0.0,-871.2,-184.9,909.5,0.0,36.02,0.0,-9.528e-12,-52.39,0.0,0.0,-35.46,0.0,-50.22,-33.04,48.32,0.0,18.01,0.0
1339,0.0,1.029e-11,-4.095,0.0,0.0,0.0,0.0,-40.25,36.15,0.0,0.0,0.0,0.0,3.146e-12,0.0,4060.0,0.0,-4959.0,0.0,890.3,8.77,0.0,0.0,1.583e-14,0.0,2.873e-11,-40.74,0.0,0.0,-47.81,0.0,-58.81,31.64,34.24,0.0,4.638e-12,0.0,1.166e-11,-47.23,0.0,0.0,-49.84,0.0,-770.3,-136.6,909.5,0.0,1.678e-11,0.0,-1.215e-11,-23.62,0.0,0.0,-43.95,0.0,-25.73,-2.252,48.32,0.0,3.029e-12,0.0
1340,0.0,1.12e-11,2.407,0.0,0.0,0.0,0.0,-33.44,35.84,0.0,0.0,0.0,0.0,1.894e-12,0.0,4385.0,0.0,-5370.0,0.0,985.2,-0.2824,0.0,0.0,1.002e-13,0.0,-1.805e-11,-44.28,0.0,0.0,-46.59,0.0,-55.68,23.76,34.24,0.0,-2.909e-12,0.0,-1.67e-12,96.25,0.0,0.0,-48.7,0.0,-861.8,-447.0,1454.0,0.0,-5.763e-12,0.0,-1.871e-12,-37.41,0.0,0.0,-46.44,0.0,-43.26,3.977,48.32,0.0,2.13e-12,0.0
1341,0.0,8.974e-12,-3.006,0.0,0.0,0.0,0.0,-35.59,32.58,0.0,0.0,0.0,0.0,7.39e-12,0.0,4916.0,0.0,-5869.0,0.0,961.9,-9.033,0.0,0.0,-8.441e-14,0.0,1.217e-11,-32.13,0.0,0.0,-52.69,0.0,-28.14,14.46,34.24,0.0,-8.188e-12,0.0,-2.27e-11,-54.62,0.0,0.0,-54.96,0.0,-877.0,-576.5,1454.0,0.0,1.504e-11,0.0,7.381e-13,-22.84,0.0,0.0,-51.09,0.0,-28.76,8.688,48.32,0.0,3.772e-12,0.0
1342,0.0,8.399e-12,-7.847,0.0,0.0,0.0,0.0,-53.37,45.52,0.0,0.0,0.0,0.0,7.163e-12,0.0,5490.0,0.0,-6379.0,0.0,906.5,-17.38,0.0,0.0,-3.799e-13,0.0,-5.618e-12,-38.72,0.0,0.0,-57.14,0.0,-21.45,5.632,34.24,0.0,6.085e-12,0.0,-9.473e-12,-117.0,0.0,0.0,-59.46,0.0,-807.9,-431.3,1182.0,0.0,-7.2e-12,0.0,-2.148e-11,-30.2,0.0,0.0,-55.88,0.0,-30.75,8.113,48.32,0.0,1.011e-11,0.0
1343,0.0,-7.077e-12,1.162,0.0,0.0,0.0,0.0,-48.66,49.82,0.0,0.0,0.0,0.0,-6.279e-12,0.0,6065.0,0.0,-6927.0,0.0,887.5,-25.4,0.0,0.0,2.691e-13,0.0,-5.219e-12,137.4,0.0,0.0,-61.72,0.0,-63.18,-314.9,577.1,0.0,-1.695e-12,0.0,5.352e-12,-30.62,0.0,0.0,-63.48,0.0,-760.0,-388.8,1182.0,0.0,-7.869e-13,0.0,-7.605e-12,-26.12,0.0,0.0,-61.08,0.0,-23.04,9.69,48.32,0.0,2.052e-12,0.0
1344,0.0,-2.132e-13,-17.29,0.0,0.0,0.0,0.0,-86.23,68.94,0.0,0.0,0.0,0.0,-1.039e-11,0.0,6721.0,0.0,-7515.0,0.0,826.4,-32.8,0.0,0.0,4.221e-13,0.0,5.946e-12,-154.8,0.0,0.0,-66.88,0.0,-84.45,-201.0,197.5,0.0,-5.934e-12,0.0,3.666e-13,-357.4,0.0,0.0,-68.34,0.0,-595.6,235.0,71.55,0.0,2.47e-12,0.0,2.196e-11,82.33,0.0,0.0,-66.72,0.0,-67.04,-158.8,374.9,0.0,-6.232e-12,0.0
1345,0.0,1.071e-11,-4.61,0.0,0.0,0.0,0.0,-99.72,95.11,0.0,0.0,0.0,0.0,1.021e-12,0.0,7321.0,0.0,-8012.0,0.0,730.3,-39.59,0.0,0.0,5.592e-13,0.0,1.956e-11,-27.09,0.0,0.0,-71.24,0.0,-55.41,-97.97,197.5,0.0,-3.033e-13,0.0,4.404e-11,-17.75,0.0,0.0,-72.82,0.0,-457.1,440.6,71.55,0.0,-7.853e-12,0.0,-8.61e-12,-40.4,0.0,0.0,-71.61,0.0,-124.0,-219.7,374.9,0.0,-2.243e-12,0.0
1346,0.0,4.846e-12,-2.977,0.0,0.0,0.0,0.0,-98.26,95.29,0.0,0.0,0.0,0.0,-2.687e-13,0.0,7815.0,0.0,-8461.0,0.0,692.4,-46.37,0.0,0.0,5.698e-13,0.0,9.092e-12,-31.71,0.0,0.0,-75.53,0.0,-46.13,-107.6,197.5,0.0,2.668e-12,0.0,-1.108e-11,-63.23,0.0,0.0,-77.22,0.0,-434.8,377.2,71.55,0.0,-1.364e-11,0.0,7.101e-12,-21.62,0.0,0.0,-75.91,0.0,-118.7,-201.9,374.9,0.0,-1.54e-12,0.0
1347,0.0,-6.679e-13,-5.507,0.0,0.0,0.0,0.0,-102.7,97.16,0.0,0.0,0.0,0.0,1.61e-12,0.0,8352.0,0.0,-8957.0,0.0,658.7,-53.47,0.0,0.0,6.225e-13,0.0,5.39e-12,-32.65,0.0,0.0,-81.72,0.0,-37.58,-110.9,197.5,0.0,2.747e-12,0.0,3.176e-11,-55.57,0.0,0.0,-83.53,0.0,-402.4,358.8,71.55,0.0,1.688e-12,0.0,-6.218e-12,-25.97,0.0,0.0,-80.69,0.0,-120.6,-199.6,374.9,0.0,5.264e-12,0.0
1348,0.0,3.624e-12,-3.137,0.0,0.0,0.0,0.0,-102.4,99.22,0.0,0.0,0.0,0.0,9.338e-13,0.0,8764.0,0.0,-9330.0,0.0,626.9,-60.43,0.0,0.0,-6.436e-13,0.0,-5.64e-12,-32.79,0.0,0.0,-90.09,0.0,-29.66,-110.6,197.5,0.0,-6.944e-13,0.0,-4.815e-11,-54.9,0.0,0.0,-91.59,0.0,-375.6,340.7,71.55,0.0,9.665e-12,0.0,-2.85e-11,-25.55,0.0,0.0,-84.28,0.0,-121.9,-194.2,374.9,0.0,1.51e-12,0.0
1349,0.0,-2.146e-12,-4.755,0.0,0.0,0.0,0.0,-104.7,99.96,0.0,0.0,0.0,0.0,3.427e-12,0.0,9095.0,0.0,-9625.0,0.0,597.8,-67.23,0.0,0.0,8.125e-13,0.0,-1.503e-11,-28.06,0.0,0.0,-90.84,0.0,-22.88,-111.9,197.5,0.0,-1.867e-12,0.0,-7.864e-12,-48.65,0.0,0.0,-92.31,0.0,-351.0,323.1,71.55,0.0,-1.44e-12,0.0,1.271e-11,-24.43,0.0,0.0,-87.08,0.0,-122.4,-189.9,374.9,0.0,1.51e-12,0.0
1350,0.0,-8.171e-12,-2.968,0.0,0.0,0.0,0.0,-103.5,100.5,0.0,0.0,0.0,0.0,-3.58e-12,0.0,9399.0,0.0,-9895.0,0.0,569.7,-74.12,0.0,0.0,9.813e-13,0.0,-6.15e-12,-26.9,0.0,0.0,-89.22,0.0,-17.91,-117.3,197.5,0.0,1.808e-12,0.0,1.085e-11,-47.48,0.0,0.0,-91.01,0.0,-329.8,301.7,71.55,0.0,-7.853e-12,0.0,2.014e-12,-24.61,0.0,0.0,-89.62,0.0,-122.7,-187.2,374.9,0.0,6.501e-13,0.0
1351,0.0,-1.336e-11,-4.148,0.0,0.0,0.0,0.0,-104.2,100.1,0.0,0.0,0.0,0.0,-3.712e-13,0.0,9629.0,0.0,-10090.0,0.0,543.2,-80.78,0.0,0.0,1.688e-13,0.0,1.245e-11,-26.88,0.0,0.0,-90.66,0.0,-12.89,-120.9,197.5,0.0,3.216e-12,0.0,-4.799e-11,-45.29,0.0,0.0,-92.43,0.0,-308.2,283.7,71.55,0.0,2.939e-12,0.0,-2.492e-11,-23.07,0.0,0.0,-91.48,0.0,-121.9,-184.6,374.9,0.0,1.51e-12,0.0
1352,0.0,-2.089e-12,-1.798,0.0,0.0,0.0,0.0,-99.8,98.0,0.0,0.0,0.0,0.0,-1.343e-11,0.0,9486.0,0.0,-9923.0,0.0,521.2,-94.22,0.0,0.0,10.17,0.0,8.299e-12,-14.7,0.0,0.0,-88.89,0.0,-9.68,-177.8,197.5,0.0,64.09,0.0,-3.325e-12,-26.17,0.0,0.0,-90.63,0.0,-292.8,157.5,71.55,0.0,128.2,0.0,4.462e-12,-11.8,0.0,0.0,-89.77,0.0,-122.7,-238.4,374.9,0.0,64.09,0.0
1353,0.0,-3.745e-12,20.84,0.0,0.0,0.0,0.0,-35.81,56.66,0.0,0.0,0.0,0.0,-8.583e-12,0.0,8164.0,0.0,-8764.0,0.0,587.4,-453.5,0.0,0.0,466.1,0.0,-1.16e-11,164.4,0.0,0.0,-77.99,0.0,-24.3,-1536.0,197.5,0.0,1605.0,0.0,7.276e-12,388.6,0.0,0.0,-79.8,0.0,-408.8,-2459.0,701.5,0.0,2634.0,0.0,-2.046e-11,150.3,0.0,0.0,-78.7,0.0,-123.1,-2611.0,48.32,0.0,2915.0,0.0
1354,0.0,7.39e-12,25.05,0.0,0.0,0.0,0.0,43.54,-18.49,0.0,0.0,0.0,0.0,-1.04e-11,0.0,6443.0,0.0,-7255.0,0.0,764.5,-407.3,0.0,0.0,454.8,0.0,5.912e-12,108.7,0.0,0.0,-64.09,0.0,-40.35,-2365.0,34.24,0.0,2544.0,0.0,-1.182e-11,265.1,0.0,0.0,-65.92,0.0,-597.6,-4217.0,973.6,0.0,4172.0,0.0,0.0,284.9,0.0,0.0,-64.7,0.0,-176.8,-2881.0,562.1,0.0,2845.0,0.0
1355,0.0,4.604e-12,10.95,0.0,0.0,0.0,0.0,74.45,-63.49,0.0,0.0,0.0,0.0,1.876e-12,0.0,5099.0,0.0,-6070.0,0.0,910.5,-306.4,0.0,0.0,366.8,0.0,-1.41e-11,177.3,0.0,0.0,-53.34,0.0,-88.06,-3133.0,34.24,0.0,3418.0,0.0,-1.364e-11,220.5,0.0,0.0,-55.0,0.0,-744.6,-5557.0,973.6,0.0,5603.0,0.0,1.637e-11,-86.2,0.0,0.0,-53.63,0.0,-160.8,-2218.0,48.32,0.0,2298.0,0.0
1356,0.0,1.435e-11,21.66,0.0,0.0,0.0,0.0,115.6,-93.94,0.0,0.0,0.0,0.0,-5.713e-12,0.0,3941.0,0.0,-5040.0,0.0,1050.0,-164.7,0.0,0.0,214.6,0.0,-8.185e-12,189.0,0.0,0.0,-44.53,0.0,-193.6,-4012.0,34.24,0.0,4405.0,0.0,8.185e-12,259.7,0.0,0.0,-46.19,0.0,-911.1,-6975.0,973.6,0.0,7218.0,0.0,-1.16e-11,16.64,0.0,0.0,-43.8,0.0,-71.19,-1265.0,48.32,0.0,1349.0,0.0
1357,0.0,6.992e-12,3.375,0.0,0.0,0.0,0.0,109.6,-106.2,0.0,0.0,0.0,0.0,-2.245e-12,0.0,3027.0,0.0,-4225.0,0.0,1163.0,-79.05,0.0,0.0,113.3,0.0,-4.093e-12,-121.0,0.0,0.0,-37.76,0.0,-168.3,-1563.0,34.24,0.0,1614.0,0.0,-1.728e-11,167.7,0.0,0.0,-39.72,0.0,-1085.0,-7176.0,973.6,0.0,7494.0,0.0,-5.23e-12,-18.66,0.0,0.0,-36.18,0.0,-30.82,-713.8,48.32,0.0,713.8,0.0
