TIME,REL_BAL_ENERGY,1_B4_QBAL,1_B4_DQAIRdT,1_B4_QHEAT,1_B4_QCOOL,1_B4_QINF,1_B4_QVENT,1B4_QCOUP,1_B4_QTRANS,1_B4_QGINT,1_B4_QWGAIN,1_B4_QSOL,1_B4_QSOLAIR,2_B4_QBAL,2_B4_DQAIRdT,2_B4_QHEAT,2_B4_QCOOL,2_B4_QINF,2_B4_QVENT,2B4_QCOUP,2_B4_QTRANS,2_B4_QGINT,2_B4_QWGAIN,2_B4_QSOL,2_B4_QSOLAIR,3_B4_QBAL,3_B4_DQAIRdT,3_B4_QHEAT,3_B4_QCOOL,3_B4_QINF,3_B4_QVENT,3B4_QCOUP,3_B4_QTRANS,3_B4_QGINT,3_B4_QWGAIN,3_B4_QSOL,3_B4_QSOLAIR,4_B4_QBAL,4_B4_DQAIRdT,4_B4_QHEAT,4_B4_QCOOL,4_B4_QINF,4_B4_QVENT,4B4_QCOUP,4_B4_QTRANS,4_B4_QGINT,4_B4_QWGAIN,4_B4_QSOL,4_B4_QSOLAIR,5_B4_QBAL,5_B4_DQAIRdT,5_B4_QHEAT,5_B4_QCOOL,5_B4_QINF,5_B4_QVENT,5B4_QCOUP,5_B4_QTRANS,5_B4_QGINT,5_B4_QWGAIN,5_B4_QSOL,5_B4_QSOLAIR
1358,0.0,4.135e-12,14.08,0.0,0.0,0.0,0.0,119.6,-105.5,0.0,0.0,0.0,0.0,6.068e-12,0.0,2431.0,0.0,-3711.0,0.0,1244.0,-67.7,0.0,0.0,103.7,0.0,-8.413e-12,46.85,0.0,0.0,-33.36,0.0,-94.14,-1444.0,34.24,0.0,1584.0,0.0,-3.274e-11,209.2,0.0,0.0,-35.66,0.0,-1271.0,-7082.0,1246.0,0.0,7353.0,0.0,-3.752e-12,18.23,0.0,0.0,-31.46,0.0,-9.891,-642.1,48.32,0.0,653.4,0.0
1359,0.0,-3.723e-12,-10.38,0.0,0.0,0.0,0.0,74.33,-84.72,0.0,0.0,0.0,0.0,-3.155e-12,0.0,2230.0,0.0,-3533.0,0.0,1262.0,-66.37,0.0,0.0,106.9,0.0,7.617e-12,-41.67,0.0,0.0,-29.56,0.0,-88.66,-839.8,34.24,0.0,882.2,0.0,8.185e-12,-206.3,0.0,0.0,-31.67,0.0,-1249.0,-4001.0,973.6,0.0,4102.0,0.0,2.956e-12,19.39,0.0,0.0,-29.89,0.0,-12.08,-660.5,48.32,0.0,673.5,0.0
1360,0.0,-9.479e-12,-4.549,0.0,0.0,0.0,0.0,34.84,-39.39,0.0,0.0,0.0,0.0,-5.4e-13,0.0,2465.0,0.0,-3691.0,0.0,1188.0,-46.44,0.0,0.0,84.8,0.0,-5.798e-12,-40.74,0.0,0.0,-28.9,0.0,-84.05,-503.5,34.24,0.0,541.5,0.0,-1e-11,-75.2,0.0,0.0,-30.86,0.0,-1121.0,-2353.0,909.5,0.0,2520.0,0.0,-6.594e-12,-9.578,0.0,0.0,-31.31,0.0,-32.49,-528.3,48.32,0.0,534.2,0.0
1361,0.0,-6.992e-12,-1.716,0.0,0.0,0.0,0.0,14.91,-16.63,0.0,0.0,0.0,0.0,-3.091e-12,0.0,2943.0,0.0,-4133.0,0.0,1162.0,-18.89,0.0,0.0,46.34,0.0,-1.216e-11,13.75,0.0,0.0,-46.48,0.0,-84.45,-841.4,34.24,0.0,951.8,0.0,-9.095e-13,-51.71,0.0,0.0,-48.95,0.0,-1062.0,-1749.0,909.5,0.0,1898.0,0.0,-2.683e-11,-28.69,0.0,0.0,-35.32,0.0,-32.9,-300.7,48.32,0.0,292.0,0.0
1362,0.0,4.771e-12,-8.488,0.0,0.0,0.0,0.0,-15.81,7.319,0.0,0.0,0.0,0.0,4.432e-12,0.0,3763.0,0.0,-4890.0,0.0,1117.0,9.243,0.0,0.0,1.424,0.0,-6.189e-12,-108.7,0.0,0.0,-54.54,0.0,-64.51,-32.86,34.24,0.0,8.973,0.0,2.522e-11,-98.04,0.0,0.0,-57.16,0.0,-1009.0,-231.6,1182.0,0.0,17.94,0.0,-1.797e-11,-49.92,0.0,0.0,-42.34,0.0,-29.18,-35.69,48.32,0.0,8.973,0.0
1363,0.0,1.788e-11,-9.238,0.0,0.0,0.0,0.0,-46.71,37.47,0.0,0.0,0.0,0.0,-3.368e-12,0.0,4491.0,0.0,-5527.0,0.0,1035.0,0.864,0.0,0.0,3.799e-13,0.0,9.828e-12,-48.48,0.0,0.0,-62.24,0.0,-37.89,17.41,34.24,0.0,-1.775e-12,0.0,-2.206e-11,-150.2,0.0,0.0,-64.97,0.0,-916.5,-78.2,909.5,0.0,-3.495e-13,0.0,-1.783e-11,-38.73,0.0,0.0,-48.23,0.0,-34.76,-4.052,48.32,0.0,1.934e-12,0.0
1364,0.0,7.645e-12,-4.287,0.0,0.0,0.0,0.0,-59.26,54.97,0.0,0.0,0.0,0.0,6.825e-12,0.0,4948.0,0.0,-5914.0,0.0,973.8,-7.494,0.0,0.0,6.542e-13,0.0,-9.536e-12,-39.71,0.0,0.0,-57.56,0.0,-29.7,13.32,34.24,0.0,5.32e-13,0.0,8.438e-12,-42.13,0.0,0.0,-60.06,0.0,-851.7,-39.86,909.5,0.0,9.348e-12,0.0,6.879e-12,-31.99,0.0,0.0,-51.79,0.0,-38.12,9.608,48.32,0.0,2.138e-13,0.0
1365,0.0,2.402e-12,-4.05,0.0,0.0,0.0,0.0,-65.04,60.99,0.0,0.0,0.0,0.0,-1.56e-12,0.0,5407.0,0.0,-6331.0,0.0,940.3,-15.89,0.0,0.0,-3.376e-13,0.0,-9.188e-12,-38.13,0.0,0.0,-59.3,0.0,-19.22,6.15,34.24,0.0,7.666e-13,0.0,5.269e-12,-56.52,0.0,0.0,-62.05,0.0,-824.9,-79.04,909.5,0.0,8.566e-12,0.0,-1.567e-12,-29.83,0.0,0.0,-55.65,0.0,-36.92,14.43,48.32,0.0,-1.624e-12,0.0
1366,0.0,6.779e-12,-0.2603,0.0,0.0,0.0,0.0,-59.67,59.41,0.0,0.0,0.0,0.0,-1.228e-12,0.0,5858.0,0.0,-6759.0,0.0,925.4,-24.1,0.0,0.0,-4.854e-13,0.0,-4.372e-12,-35.28,0.0,0.0,-62.05,0.0,-7.325,-0.1383,34.24,0.0,-1.423e-12,0.0,2.638e-11,34.98,0.0,0.0,-64.88,0.0,-834.0,-247.8,1182.0,0.0,4.643e-13,0.0,3.255e-12,-26.98,0.0,0.0,-59.65,0.0,-30.7,15.05,48.32,0.0,5.884e-12,0.0
1367,0.0,1.245e-11,-0.01447,0.0,0.0,0.0,0.0,-51.43,51.42,0.0,0.0,0.0,0.0,-1.996e-13,0.0,6272.0,0.0,-7169.0,0.0,928.3,-31.79,0.0,0.0,2.374e-13,0.0,3.17e-12,145.5,0.0,0.0,-64.82,0.0,-38.55,-328.3,577.1,0.0,7.377e-12,0.0,-9.86e-12,-46.5,0.0,0.0,-67.32,0.0,-824.9,-335.9,1182.0,0.0,-1.236e-11,0.0,1.095e-11,-23.41,0.0,0.0,-63.49,0.0,-20.55,12.31,48.32,0.0,-2.797e-12,0.0
1368,0.0,-4.917e-12,-16.74,0.0,0.0,0.0,0.0,-87.83,71.09,0.0,0.0,0.0,0.0,-6.258e-12,0.0,6764.0,0.0,-7580.0,0.0,855.4,-38.72,0.0,0.0,2.005e-13,0.0,1.757e-12,-151.7,0.0,0.0,-67.51,0.0,-61.98,-219.7,197.5,0.0,-1.398e-12,0.0,1.581e-11,-349.4,0.0,0.0,-69.45,0.0,-648.2,296.6,71.55,0.0,3.878e-12,0.0,3.013e-12,84.64,0.0,0.0,-67.48,0.0,-64.54,-158.3,374.9,0.0,-5.684e-12,0.0
1369,0.0,3.283e-12,-7.477,0.0,0.0,0.0,0.0,-108.0,100.5,0.0,0.0,0.0,0.0,-9.787e-12,0.0,7255.0,0.0,-8016.0,0.0,805.6,-45.01,0.0,0.0,-7.281e-13,0.0,-1.318e-12,-14.52,0.0,0.0,-71.49,0.0,-15.68,-124.9,197.5,0.0,-1.047e-11,0.0,-2.37e-11,-55.58,0.0,0.0,-72.48,0.0,-583.0,528.3,71.55,0.0,-3.004e-12,0.0,2.034e-11,-29.48,0.0,0.0,-71.9,0.0,-105.7,-226.8,374.9,0.0,-5.23e-13,0.0
1370,0.0,2.501e-12,-1.867,0.0,0.0,0.0,0.0,-104.6,102.8,0.0,0.0,0.0,0.0,7.86e-12,0.0,7647.0,0.0,-8401.0,0.0,805.5,-51.33,0.0,0.0,-1.266e-13,0.0,1.712e-11,-34.56,0.0,0.0,-75.0,0.0,-19.78,-137.3,197.5,0.0,-6.162e-13,0.0,2.785e-12,-71.08,0.0,0.0,-75.78,0.0,-569.3,502.4,71.55,0.0,6.536e-12,0.0,1.58e-11,-28.56,0.0,0.0,-75.38,0.0,-118.7,-209.4,374.9,0.0,1.589e-12,0.0
1371,0.0,1.022e-11,-6.221,0.0,0.0,0.0,0.0,-109.4,103.2,0.0,0.0,0.0,0.0,-1.405e-12,0.0,8029.0,0.0,-8756.0,0.0,784.6,-57.8,0.0,0.0,1.182e-12,0.0,-9.402e-12,-35.91,0.0,0.0,-78.43,0.0,-25.66,-129.4,197.5,0.0,-7.498e-12,0.0,-1.88e-11,-54.99,0.0,0.0,-79.43,0.0,-533.3,486.2,71.55,0.0,3.252e-12,0.0,2.158e-12,-25.41,0.0,0.0,-78.66,0.0,-122.8,-198.8,374.9,0.0,2.84e-12,0.0
1372,0.0,-5.841e-12,-1.274,0.0,0.0,0.0,0.0,-104.1,102.8,0.0,0.0,0.0,0.0,6.432e-12,0.0,8305.0,0.0,-8960.0,0.0,719.0,-64.04,0.0,0.0,-1.477e-13,0.0,-9.917e-12,-31.73,0.0,0.0,-81.02,0.0,-26.48,-121.8,197.5,0.0,-8.508e-13,0.0,1.743e-12,-28.18,0.0,0.0,-82.88,0.0,-457.9,441.0,71.55,0.0,-2.066e-12,0.0,3.124e-12,-29.28,0.0,0.0,-80.49,0.0,-135.9,-187.8,374.9,0.0,2.84e-12,0.0
1373,0.0,8.583e-12,-4.409,0.0,0.0,0.0,0.0,-104.2,99.75,0.0,0.0,0.0,0.0,2.111e-12,0.0,8487.0,0.0,-9075.0,0.0,658.5,-70.2,0.0,0.0,6.331e-13,0.0,1.067e-11,-22.97,0.0,0.0,-80.27,0.0,-16.51,-123.7,197.5,0.0,3.763e-12,0.0,-9.076e-12,-38.07,0.0,0.0,-82.2,0.0,-416.5,389.1,71.55,0.0,-8.792e-12,0.0,8.331e-12,-16.87,0.0,0.0,-81.68,0.0,-126.6,-183.5,374.9,0.0,2.591e-13,0.0
1374,0.0,-7.944e-12,-2.068,0.0,0.0,0.0,0.0,-100.5,98.47,0.0,0.0,0.0,0.0,-1.031e-12,0.0,8666.0,0.0,-9211.0,0.0,622.1,-76.36,0.0,0.0,4.326e-13,0.0,-1.315e-11,-27.08,0.0,0.0,-85.97,0.0,-10.55,-128.1,197.5,0.0,-1.242e-12,0.0,-1.241e-11,-46.18,0.0,0.0,-87.81,0.0,-389.7,359.8,71.55,0.0,2.313e-12,0.0,3.721e-12,-19.64,0.0,0.0,-83.05,0.0,-124.8,-186.7,374.9,0.0,3.778e-12,0.0
1375,0.0,4.903e-12,-4.397,0.0,0.0,0.0,0.0,-101.8,97.42,0.0,0.0,0.0,0.0,-1.903e-12,0.0,8830.0,0.0,-9341.0,0.0,594.2,-82.46,0.0,0.0,9.391e-13,0.0,2.776e-12,-23.22,0.0,0.0,-84.12,0.0,-6.215,-130.4,197.5,0.0,4.624e-12,0.0,1.618e-11,-41.97,0.0,0.0,-86.17,0.0,-365.9,338.6,71.55,0.0,-7.697e-12,0.0,7.943e-12,-20.44,0.0,0.0,-84.26,0.0,-124.3,-186.7,374.9,0.0,4.873e-12,0.0
1376,0.0,4.178e-12,13.32,0.0,0.0,0.0,0.0,-58.55,71.86,0.0,0.0,0.0,0.0,3.977e-12,0.0,8610.0,0.0,-9152.0,0.0,627.4,-97.07,0.0,0.0,12.25,0.0,1.45e-11,115.1,0.0,0.0,-82.22,0.0,-17.23,-434.8,577.1,0.0,72.28,0.0,-1.808e-11,220.0,0.0,0.0,-84.27,0.0,-427.3,-322.4,909.5,0.0,144.6,0.0,-1.596e-11,96.71,0.0,0.0,-82.55,0.0,-129.0,-471.5,702.5,0.0,77.2,0.0
1377,0.0,-6.423e-12,16.73,0.0,0.0,0.0,0.0,0.396,16.34,0.0,0.0,0.0,0.0,-1.705e-13,0.0,7331.0,0.0,-8063.0,0.0,742.4,-373.6,0.0,0.0,363.5,0.0,-5.002e-12,-36.25,0.0,0.0,-71.84,0.0,-3.238,-1260.0,34.24,0.0,1265.0,0.0,1.501e-11,275.9,0.0,0.0,-74.23,0.0,-588.3,-2764.0,1182.0,0.0,2521.0,0.0,4.547e-13,179.6,0.0,0.0,-72.38,0.0,-157.2,-2426.0,562.1,0.0,2273.0,0.0
1378,0.0,4.341e-12,15.23,0.0,0.0,0.0,0.0,47.11,-31.88,0.0,0.0,0.0,0.0,5.457e-12,0.0,5572.0,0.0,-6488.0,0.0,870.9,-434.5,0.0,0.0,479.3,0.0,-2.728e-12,202.1,0.0,0.0,-57.44,0.0,-6.633,-2431.0,34.24,0.0,2663.0,0.0,-5.457e-12,74.67,0.0,0.0,-59.62,0.0,-665.4,-4267.0,701.5,0.0,4365.0,0.0,2.728e-12,260.7,0.0,0.0,-57.75,0.0,-253.3,-3260.0,834.2,0.0,2998.0,0.0
1379,0.0,8.896e-12,-3.017,0.0,0.0,0.0,0.0,34.54,-37.56,0.0,0.0,0.0,0.0,-1.251e-12,0.0,4052.0,0.0,-5041.0,0.0,917.2,-358.1,0.0,0.0,429.7,0.0,-1.774e-11,209.2,0.0,0.0,-43.56,0.0,-134.6,-3737.0,34.24,0.0,4090.0,0.0,9.095e-12,-160.0,0.0,0.0,-44.68,0.0,-572.9,-2487.0,71.55,0.0,2873.0,0.0,1.273e-11,-167.6,0.0,0.0,-44.11,0.0,-253.0,-2609.0,48.32,0.0,2690.0,0.0
1380,0.0,-2.572e-12,11.75,0.0,0.0,0.0,0.0,45.53,-33.77,0.0,0.0,0.0,0.0,-1.99e-12,0.0,2813.0,0.0,-3824.0,0.0,954.6,-162.8,0.0,0.0,218.8,0.0,3.547e-11,165.8,0.0,0.0,-32.68,0.0,-321.5,-4482.0,34.24,0.0,4968.0,0.0,9.55e-12,143.9,0.0,0.0,-33.13,0.0,-529.8,-2852.0,71.55,0.0,3487.0,0.0,1.319e-11,-13.37,0.0,0.0,-32.61,0.0,-158.7,-1245.0,48.32,0.0,1374.0,0.0
1381,0.0,-5.478e-12,-2.946,0.0,0.0,0.0,0.0,26.26,-29.21,0.0,0.0,0.0,0.0,-4.178e-12,0.0,1957.0,0.0,-2983.0,0.0,988.3,-66.06,0.0,0.0,104.2,0.0,5.684e-12,-160.6,0.0,0.0,-24.78,0.0,-301.8,-1548.0,34.24,0.0,1680.0,0.0,-4.093e-12,43.35,0.0,0.0,-25.25,0.0,-602.7,-2743.0,71.55,0.0,3342.0,0.0,1.398e-11,-41.18,0.0,0.0,-25.04,0.0,-120.9,-600.2,48.32,0.0,656.6,0.0
1382,0.0,4.903e-13,-0.4126,0.0,0.0,0.0,0.0,6.786,-7.199,0.0,0.0,0.0,0.0,2.402e-12,0.0,1488.0,0.0,-2504.0,0.0,974.0,-64.25,0.0,0.0,106.8,0.0,-1.387e-11,18.37,0.0,0.0,-23.57,0.0,-224.1,-1282.0,34.24,0.0,1514.0,0.0,8.64e-12,18.44,0.0,0.0,-24.32,0.0,-649.1,-2392.0,71.55,0.0,3013.0,0.0,8.527e-12,3.331,0.0,0.0,-20.81,0.0,-115.1,-581.9,48.32,0.0,672.8,0.0
1383,0.0,-1.404e-11,19.16,0.0,0.0,0.0,0.0,44.65,-25.48,0.0,0.0,0.0,0.0,7.489e-12,0.0,1227.0,0.0,-2324.0,0.0,1054.0,-52.31,0.0,0.0,95.98,0.0,-1.774e-11,0.0433,0.0,0.0,-14.19,0.0,-186.9,-1038.0,34.24,0.0,1205.0,0.0,-3.365e-11,421.9,0.0,0.0,-14.96,0.0,-845.5,-5014.0,701.5,0.0,5595.0,0.0,1.671e-11,17.23,0.0,0.0,-19.26,0.0,-83.51,-533.0,48.32,0.0,604.7,0.0
1384,0.0,-9.308e-13,-17.14,0.0,0.0,0.0,0.0,-1.995,-15.15,0.0,0.0,0.0,0.0,-3.951e-12,0.0,1286.0,0.0,-2393.0,0.0,1067.0,-36.64,0.0,0.0,77.24,0.0,-4.547e-13,-29.66,0.0,0.0,-19.55,0.0,-164.8,-722.0,34.24,0.0,842.5,0.0,-1.273e-11,-423.1,0.0,0.0,-20.63,0.0,-829.1,-1323.0,71.55,0.0,1678.0,0.0,1.768e-11,-6.008,0.0,0.0,-19.87,0.0,-82.94,-438.1,48.32,0.0,486.6,0.0
1385,0.0,1.386e-11,-4.89,0.0,0.0,0.0,0.0,-35.42,30.53,0.0,0.0,0.0,0.0,-3.517e-12,0.0,1730.0,0.0,-2734.0,0.0,970.5,-23.01,0.0,0.0,57.1,0.0,-9.095e-13,-61.56,0.0,0.0,-32.48,0.0,-170.5,-415.0,34.24,0.0,522.2,0.0,-1.978e-11,-18.0,0.0,0.0,-33.56,0.0,-651.5,-445.6,71.55,0.0,1041.0,0.0,1.489e-11,-36.2,0.0,0.0,-22.83,0.0,-114.1,-307.3,48.32,0.0,359.7,0.0
1386,0.0,1.526e-11,-7.529,0.0,0.0,0.0,0.0,-60.21,52.68,0.0,0.0,0.0,0.0,1.268e-12,0.0,2404.0,0.0,-3341.0,0.0,919.5,8.403,0.0,0.0,9.685,0.0,-5.819e-12,-79.88,0.0,0.0,-56.62,0.0,-127.9,9.414,34.24,0.0,61.02,0.0,-3.479e-11,-137.6,0.0,0.0,-58.2,0.0,-607.6,334.6,71.55,0.0,122.0,0.0,1.416e-11,-51.15,0.0,0.0,-28.15,0.0,-111.9,-20.45,48.32,0.0,61.02,0.0
1387,0.0,7.006e-12,5.594,0.0,0.0,0.0,0.0,-47.33,52.93,0.0,0.0,0.0,0.0,-1.081e-11,0.0,3062.0,0.0,-3976.0,0.0,906.7,6.533,0.0,0.0,3.376e-13,0.0,-2.542e-11,-27.0,0.0,0.0,-35.36,0.0,-83.24,57.37,34.24,0.0,2.487e-12,0.0,1.77e-11,263.5,0.0,0.0,-36.69,0.0,-694.6,-186.8,1182.0,0.0,-9.433e-13,0.0,1.544e-11,-28.82,0.0,0.0,-33.8,0.0,-88.65,45.31,48.32,0.0,2.091e-12,0.0
1388,0.0,-3.773e-12,3.962,0.0,0.0,0.0,0.0,-29.02,32.98,0.0,0.0,0.0,0.0,2.225e-13,0.0,3421.0,0.0,-4367.0,0.0,949.1,-2.516,0.0,0.0,1.266e-13,0.0,3.18e-12,-25.59,0.0,0.0,-34.64,0.0,-46.79,21.6,34.24,0.0,8.978e-12,0.0,1.965e-11,9.023,0.0,0.0,-36.28,0.0,-824.6,-583.9,1454.0,0.0,-4.902e-12,0.0,-2.19e-11,-13.66,0.0,0.0,-37.37,0.0,-59.34,34.73,48.32,0.0,-2.171e-12,0.0
1389,0.0,-1.492e-12,-6.705,0.0,0.0,0.0,0.0,-40.92,34.21,0.0,0.0,0.0,0.0,3.985e-12,0.0,3761.0,0.0,-4698.0,0.0,948.1,-10.88,0.0,0.0,8.547e-13,0.0,4.709e-12,-51.6,0.0,0.0,-76.74,0.0,-26.7,17.6,34.24,0.0,5.811e-12,0.0,-2.106e-11,-43.07,0.0,0.0,-79.49,0.0,-811.6,-605.8,1454.0,0.0,-5.372e-12,0.0,-4.529e-12,-23.97,0.0,0.0,-40.43,0.0,-55.38,23.52,48.32,0.0,7.33e-12,0.0
1390,0.0,1.3e-12,-0.2979,0.0,0.0,0.0,0.0,-41.76,41.46,0.0,0.0,0.0,0.0,3.192e-12,0.0,4228.0,0.0,-5126.0,0.0,917.1,-18.65,0.0,0.0,-3.535e-13,0.0,-5.771e-12,-26.68,0.0,0.0,-65.74,0.0,-14.84,19.67,34.24,0.0,6.515e-12,0.0,-1.267e-11,-20.41,0.0,0.0,-68.42,0.0,-801.7,-604.1,1454.0,0.0,-1.07e-12,0.0,-1.319e-11,-26.4,0.0,0.0,-44.35,0.0,-54.13,23.76,48.32,0.0,2.091e-12,0.0
1391,0.0,2.522e-11,-3.266,0.0,0.0,0.0,0.0,-45.29,42.03,0.0,0.0,0.0,0.0,-4.638e-12,0.0,4637.0,0.0,-5516.0,0.0,905.2,-25.95,0.0,0.0,6.489e-13,0.0,1.233e-11,132.3,0.0,0.0,-87.21,0.0,-55.2,-302.4,577.1,0.0,5.852e-12,0.0,-2.608e-11,-191.6,0.0,0.0,-89.8,0.0,-680.5,-330.7,909.5,0.0,1.997e-12,0.0,-2.141e-11,186.0,0.0,0.0,-48.2,0.0,-111.3,-357.0,702.5,0.0,6.438e-12,0.0
1392,0.0,5.23e-12,-13.23,0.0,0.0,0.0,0.0,-76.77,63.54,0.0,0.0,0.0,0.0,-6.907e-12,0.0,5202.0,0.0,-6001.0,0.0,831.3,-32.45,0.0,0.0,7.386e-13,0.0,-1.374e-11,-136.3,0.0,0.0,-58.03,0.0,-81.18,-194.7,197.5,0.0,-4.839e-12,0.0,-1.206e-11,-229.3,0.0,0.0,-59.41,0.0,-507.2,265.7,71.55,0.0,-6.602e-12,0.0,-6.103e-12,-123.0,0.0,0.0,-52.8,0.0,-170.4,-274.7,374.9,0.0,-5.137e-12,0.0
1393,0.0,1.194e-12,-7.194,0.0,0.0,0.0,0.0,-95.99,88.8,0.0,0.0,0.0,0.0,-1.053e-11,0.0,5707.0,0.0,-6417.0,0.0,748.3,-38.39,0.0,0.0,1.53e-13,0.0,-1.637e-13,-23.0,0.0,0.0,-58.73,0.0,-56.2,-105.6,197.5,0.0,-4.683e-12,0.0,2.481e-11,-38.29,0.0,0.0,-60.26,0.0,-438.3,388.8,71.55,0.0,5.929e-13,0.0,-7.218e-13,-28.5,0.0,0.0,-56.57,0.0,-162.6,-184.2,374.9,0.0,-2.102e-13,0.0
1394,0.0,-1.18e-11,-0.8196,0.0,0.0,0.0,0.0,-91.93,91.11,0.0,0.0,0.0,0.0,-2.369e-12,0.0,6141.0,0.0,-6814.0,0.0,716.9,-44.29,0.0,0.0,1.319e-13,0.0,1.295e-11,-29.17,0.0,0.0,-61.32,0.0,-50.39,-115.0,197.5,0.0,5.875e-12,0.0,-8.539e-13,-54.12,0.0,0.0,-62.81,0.0,-417.5,354.7,71.55,0.0,5.285e-12,0.0,-2.087e-12,-23.58,0.0,0.0,-60.29,0.0,-162.1,-176.1,374.9,0.0,-2.087e-12,0.0
1395,0.0,3.411e-13,-8.001,0.0,0.0,0.0,0.0,-102.6,94.63,0.0,0.0,0.0,0.0,-1.493e-12,0.0,6409.0,0.0,-7055.0,0.0,696.2,-50.3,0.0,0.0,-3.06e-13,0.0,-1.27e-11,-84.35,0.0,0.0,-184.2,0.0,-26.82,-70.92,197.5,0.0,1.652e-12,0.0,-3.7e-12,-96.92,0.0,0.0,-182.4,0.0,-367.8,381.8,71.55,0.0,-9.711e-13,0.0,-5.433e-12,-25.28,0.0,0.0,-62.9,0.0,-165.7,-171.6,374.9,0.0,2.444e-14,0.0
1396,0.0,1.88e-11,-2.747,0.0,0.0,0.0,0.0,-103.6,100.9,0.0,0.0,0.0,0.0,-1.28e-13,0.0,6858.0,0.0,-7455.0,0.0,653.2,-56.26,0.0,0.0,1.066e-12,0.0,9.983e-14,-12.77,0.0,0.0,-152.7,0.0,-14.85,-42.78,197.5,0.0,-3.51e-12,0.0,-1.22e-11,-32.28,0.0,0.0,-155.2,0.0,-340.9,392.2,71.55,0.0,-6.289e-12,0.0,2.127e-11,-27.32,0.0,0.0,-66.58,0.0,-171.6,-164.0,374.9,0.0,2.058e-12,0.0
1397,0.0,-8.64e-12,-2.712,0.0,0.0,0.0,0.0,-100.7,98.0,0.0,0.0,0.0,0.0,-2.121e-12,0.0,7264.0,0.0,-7826.0,0.0,623.5,-62.19,0.0,0.0,3.799e-13,0.0,1.618e-11,8.411,0.0,0.0,-77.3,0.0,-19.88,-91.94,197.5,0.0,2.825e-12,0.0,-2.38e-11,-13.94,0.0,0.0,-78.89,0.0,-338.3,331.7,71.55,0.0,4.503e-12,0.0,1.499e-11,-20.96,0.0,0.0,-69.83,0.0,-166.4,-159.6,374.9,0.0,1.119e-12,0.0
1398,0.0,1.833e-12,-1.995,0.0,0.0,0.0,0.0,-96.39,94.39,0.0,0.0,0.0,0.0,-8.612e-14,0.0,7516.0,0.0,-8051.0,0.0,603.4,-67.95,0.0,0.0,8.441e-14,0.0,4.464e-12,-21.4,0.0,0.0,-70.75,0.0,-21.99,-126.2,197.5,0.0,-8.508e-13,0.0,-1.017e-11,-40.39,0.0,0.0,-72.23,0.0,-327.2,287.5,71.55,0.0,-6.133e-12,0.0,9.548e-12,-19.67,0.0,0.0,-71.93,0.0,-162.4,-160.2,374.9,0.0,4.717e-12,0.0
1399,0.0,3.041e-12,-5.091,0.0,0.0,0.0,0.0,-100.3,95.17,0.0,0.0,0.0,0.0,3.486e-12,0.0,7726.0,0.0,-8261.0,0.0,608.4,-73.53,0.0,0.0,6.436e-13,0.0,-2.23e-13,-19.86,0.0,0.0,-74.64,0.0,-10.15,-132.6,197.5,0.0,3.529e-12,0.0,-1.552e-11,-60.99,0.0,0.0,-75.58,0.0,-348.2,291.2,71.55,0.0,2.801e-13,0.0,1.801e-11,-16.59,0.0,0.0,-73.94,0.0,-154.0,-163.6,374.9,0.0,-2.791e-12,0.0
1400,0.0,8.953e-13,7.228,0.0,0.0,0.0,0.0,-73.94,81.17,0.0,0.0,0.0,0.0,1.521e-11,0.0,7536.0,0.0,-8105.0,0.0,643.5,-89.62,0.0,0.0,14.88,0.0,-1.089e-11,107.4,0.0,0.0,-76.69,0.0,-36.59,-437.8,577.1,0.0,81.32,0.0,-1.41e-11,212.2,0.0,0.0,-77.45,0.0,-431.9,-350.6,909.5,0.0,162.6,0.0,-1.563e-11,-116.4,0.0,0.0,-72.15,0.0,-104.6,-81.74,48.32,0.0,93.71,0.0
1401,0.0,7.958e-12,15.7,0.0,0.0,0.0,0.0,-20.61,36.3,0.0,0.0,0.0,0.0,-3.922e-12,0.0,6406.0,0.0,-7141.0,0.0,736.9,-354.6,0.0,0.0,352.5,0.0,-1.819e-12,-41.4,0.0,0.0,-65.64,0.0,-25.19,-1217.0,34.24,0.0,1232.0,0.0,-3.411e-11,263.8,0.0,0.0,-67.23,0.0,-606.9,-2700.0,1182.0,0.0,2456.0,0.0,-1.046e-11,201.7,0.0,0.0,-62.96,0.0,-89.13,-1900.0,48.32,0.0,2205.0,0.0
1402,0.0,-3.411e-12,19.2,0.0,0.0,0.0,0.0,37.99,-18.79,0.0,0.0,0.0,0.0,3.411e-12,0.0,4882.0,0.0,-5812.0,0.0,878.2,-416.8,0.0,0.0,468.8,0.0,1.091e-11,197.2,0.0,0.0,-52.85,0.0,-25.01,-2355.0,34.24,0.0,2596.0,0.0,1.364e-11,237.1,0.0,0.0,-54.46,0.0,-765.3,-4445.0,1246.0,0.0,4256.0,0.0,6.366e-12,158.2,0.0,0.0,-50.83,0.0,-132.7,-2639.0,48.32,0.0,2932.0,0.0
